SaleID,Date,CustomerID,ProductID,Quantity,UnitPrice,Discount,SalesRepID,RegionID
S03344,2024-01-26,C004,P002,2,25.23,0.05,SR02,R03
S03345,2023-12-01,C001,P003,7,42.44,0.0,SR01,R01
S03346,2020-03-28,C004,P001,1,68.11,0.0,SR01,R01
S03347,2022-12-03,C001,P003,8,83.15,0.15,SR01,R01
S03348,2021-04-05,C004,P002,6,37.17,0.15,SR01,R02
S03349,2020-10-04,C004,P002,5,35.36,0.05,SR01,R02
S03350,2024-09-02,C002,P001,9,80.18,0.15,SR02,R03
S03351,2021-02-24,C001,P001,9,44.29,0.05,SR01,R02
S03352,2024-09-20,C001,P004,3,83.66,0.15,SR03,R01
S03353,2023-10-08,C001,P002,9,99.4,0.0,SR02,R03
S03354,2021-11-26,C001,P002,9,98.17,0.0,SR03,R03
S03355,2021-05-29,C004,P003,2,69.64,0.0,SR03,R03
S03356,2021-12-03,C002,P004,5,43.77,0.1,SR01,R01
S03357,2024-07-11,C002,P002,2,15.89,0.15,SR01,R02
S03358,2020-01-19,C003,P003,1,76.42,0.1,SR02,R02
S03359,2020-01-23,C001,P001,7,98.02,0.0,SR02,R01
S03360,2021-02-16,C003,P003,4,16.12,0.15,SR03,R02
S03361,2022-11-19,C004,P002,5,10.56,0.1,SR01,R01
S03362,2020-04-17,C003,P003,4,84.86,0.0,SR01,R01
S03363,2023-10-22,C001,P003,6,19.2,0.0,SR03,R03
S03364,2023-07-28,C002,P004,2,17.35,0.15,SR01,R02
S03365,2023-02-25,C002,P004,8,91.93,0.15,SR02,R03
S03366,2023-06-06,C001,P001,4,17.16,0.05,SR03,R02
S03367,2023-02-08,C004,P004,8,20.26,0.15,SR01,R01
S03368,2020-05-15,C001,P003,3,61.26,0.0,SR03,R03
S03369,2020-12-27,C004,P004,5,78.11,0.05,SR01,R01
S03370,2023-04-24,C002,P002,3,45.96,0.05,SR01,R01
S03371,2024-08-06,C004,P003,7,47.85,0.15,SR01,R03
S03372,2024-05-26,C001,P003,3,66.94,0.0,SR02,R03
S03373,2020-05-08,C001,P003,8,55.49,0.1,SR03,R02
S03374,2023-07-08,C001,P002,9,11.68,0.0,SR02,R02
S03375,2021-05-29,C004,P003,2,20.22,0.0,SR02,R03
S03376,2021-03-24,C004,P004,3,62.34,0.15,SR03,R02
S03377,2023-02-01,C004,P002,7,81.43,0.1,SR03,R01
S03378,2024-02-15,C002,P003,5,78.68,0.05,SR01,R01
S03379,2023-06-01,C003,P004,7,76.61,0.1,SR01,R01
S03380,2022-05-23,C003,P004,2,79.41,0.15,SR03,R01
S03381,2024-02-23,C001,P001,4,14.0,0.0,SR01,R01
S03382,2021-04-17,C002,P004,1,90.56,0.0,SR01,R01
S03383,2022-10-30,C004,P004,5,90.04,0.1,SR03,R02
S03384,2023-11-29,C001,P001,8,57.87,0.1,SR02,R03
S03385,2020-10-28,C002,P001,1,32.37,0.15,SR03,R03
S03386,2020-08-18,C001,P002,7,63.3,0.1,SR03,R02
S03387,2024-10-20,C002,P004,7,60.21,0.15,SR02,R02
S03388,2022-07-11,C002,P002,7,30.07,0.05,SR01,R02
S03389,2022-12-25,C003,P002,1,64.28,0.1,SR02,R03
S03390,2022-07-25,C001,P003,3,81.76,0.0,SR02,R02
S03391,2020-04-21,C004,P002,2,82.55,0.1,SR03,R02
S03392,2022-11-02,C003,P002,5,15.37,0.0,SR01,R03
S03393,2023-11-17,C003,P002,2,27.74,0.05,SR01,R02
S03394,2021-05-14,C004,P002,5,70.14,0.05,SR02,R01
S03395,2022-07-20,C002,P001,5,87.38,0.1,SR03,R03
S03396,2021-08-20,C004,P004,4,56.91,0.15,SR02,R03
S03397,2020-08-21,C001,P003,7,73.68,0.0,SR01,R03
S03398,2021-08-24,C004,P001,6,11.9,0.05,SR01,R02
S03399,2020-11-09,C002,P003,2,64.76,0.1,SR03,R03
S03400,2021-07-19,C004,P003,4,96.57,0.05,SR03,R01
S03401,2022-11-01,C002,P001,7,69.49,0.1,SR02,R01
S03402,2020-07-27,C002,P002,9,93.0,0.0,SR03,R03
S03403,2022-11-03,C001,P001,9,60.94,0.1,SR02,R01
S03404,2024-07-14,C004,P003,3,85.9,0.0,SR03,R02
S03405,2023-12-12,C004,P003,1,21.17,0.05,SR02,R03
S03406,2023-12-31,C001,P002,9,21.12,0.0,SR01,R01
S03407,2023-11-01,C002,P001,8,20.82,0.0,SR01,R02
S03408,2022-11-09,C004,P004,7,54.0,0.15,SR01,R03
S03409,2021-08-09,C001,P003,6,39.72,0.05,SR01,R03
S03410,2024-11-13,C002,P001,7,74.73,0.0,SR01,R03
S03411,2024-10-24,C001,P002,9,91.24,0.15,SR01,R01
S03412,2022-10-11,C004,P002,6,65.74,0.15,SR03,R03
S03413,2022-12-29,C001,P004,3,29.19,0.0,SR03,R01
S03414,2023-05-19,C003,P003,3,93.78,0.1,SR03,R02
S03415,2023-01-29,C002,P004,4,57.51,0.0,SR02,R02
S03416,2021-11-28,C003,P004,8,74.8,0.1,SR03,R02
S03417,2020-05-11,C003,P004,9,90.15,0.0,SR03,R03
S03418,2024-07-04,C002,P004,8,99.08,0.05,SR02,R02
S03419,2023-11-05,C002,P002,2,55.55,0.15,SR02,R01
S03420,2023-03-01,C001,P003,4,82.73,0.0,SR01,R01
S03421,2022-11-09,C002,P004,4,61.02,0.0,SR03,R01
S03422,2021-06-19,C003,P003,2,53.78,0.0,SR03,R01
S03423,2022-10-10,C003,P002,8,58.39,0.1,SR02,R01
S03424,2020-08-14,C004,P002,3,53.58,0.05,SR01,R01
S03425,2023-03-23,C002,P001,2,47.89,0.05,SR03,R02
S03426,2024-10-31,C003,P001,7,75.13,0.0,SR02,R03
S03427,2024-02-01,C004,P003,1,32.47,0.15,SR02,R01
S03428,2022-04-01,C004,P001,6,65.47,0.15,SR03,R02
S03429,2022-05-20,C001,P004,3,74.17,0.0,SR02,R02
S03430,2021-02-08,C003,P003,3,90.29,0.1,SR02,R01
S03431,2020-07-20,C001,P002,5,39.87,0.15,SR03,R02
S03432,2020-02-07,C003,P002,3,87.45,0.05,SR01,R01
S03433,2022-07-30,C001,P004,4,95.08,0.15,SR03,R03
S03434,2024-11-30,C001,P001,3,68.38,0.15,SR01,R01
S03435,2020-07-06,C002,P003,7,79.43,0.0,SR02,R03
S03436,2022-12-16,C001,P003,3,46.51,0.15,SR03,R02
S03437,2022-07-29,C002,P004,4,95.69,0.0,SR03,R02
S03438,2022-11-09,C004,P001,2,70.38,0.05,SR01,R01
S03439,2020-09-29,C003,P003,2,37.91,0.15,SR02,R02
S03440,2023-02-16,C004,P004,9,46.38,0.0,SR03,R02
S03441,2021-08-05,C003,P003,1,65.6,0.0,SR03,R03
S03442,2021-05-30,C004,P002,1,31.07,0.05,SR02,R01
S03443,2023-05-29,C003,P003,1,77.85,0.15,SR01,R01
S03444,2021-06-09,C001,P003,3,30.22,0.1,SR03,R03
S03445,2024-03-18,C003,P003,2,63.26,0.15,SR02,R03
S03446,2024-10-17,C003,P001,3,72.73,0.0,SR03,R03
S03447,2024-10-30,C004,P001,5,87.38,0.0,SR03,R01
S03448,2020-12-01,C004,P004,9,76.05,0.05,SR03,R03
S03449,2021-11-28,C004,P001,2,81.89,0.05,SR01,R01
S03450,2022-12-14,C002,P003,1,92.16,0.1,SR02,R03
S03451,2021-05-14,C002,P003,6,63.8,0.1,SR03,R02
S03452,2022-06-18,C003,P001,3,86.17,0.0,SR03,R01
S03453,2022-02-04,C003,P001,7,30.87,0.1,SR03,R01
S03454,2021-06-19,C001,P003,6,83.33,0.1,SR01,R01
S03455,2020-06-10,C001,P003,7,29.95,0.1,SR03,R02
S03456,2024-08-20,C003,P002,5,94.12,0.15,SR02,R02
S03457,2021-08-16,C002,P004,1,39.7,0.15,SR01,R01
S03458,2020-06-07,C003,P001,3,25.47,0.0,SR02,R03
S03459,2023-04-26,C001,P004,3,23.34,0.15,SR03,R01
S03460,2020-02-29,C002,P003,7,26.85,0.1,SR03,R01
S03461,2022-07-03,C002,P004,3,50.28,0.1,SR01,R02
S03462,2023-09-04,C001,P001,5,56.99,0.1,SR03,R02
S03463,2020-07-29,C003,P001,4,92.24,0.15,SR02,R03
S03464,2021-02-09,C004,P004,4,44.29,0.05,SR02,R03
S03465,2021-10-25,C003,P001,7,29.57,0.1,SR02,R01
S03466,2023-02-06,C003,P002,1,76.94,0.1,SR03,R01
S03467,2023-01-04,C001,P003,7,22.12,0.05,SR03,R03
S03468,2021-06-25,C002,P003,8,90.31,0.05,SR01,R01
S03469,2023-08-30,C001,P001,3,46.85,0.0,SR01,R01
S03470,2022-09-24,C003,P003,3,65.25,0.0,SR02,R03
S03471,2023-02-14,C004,P002,4,26.76,0.15,SR02,R03
S03472,2022-07-15,C004,P001,6,23.1,0.05,SR01,R03
S03473,2022-05-17,C004,P002,7,81.9,0.0,SR01,R02
S03474,2024-09-23,C001,P002,1,48.67,0.1,SR02,R03
S03475,2020-01-19,C002,P003,4,98.81,0.0,SR01,R02
S03476,2021-03-07,C001,P003,7,57.19,0.1,SR03,R03
S03477,2024-09-04,C004,P004,2,86.11,0.1,SR03,R03
S03478,2022-01-09,C003,P002,1,98.2,0.1,SR01,R02
S03479,2023-10-05,C002,P003,1,35.3,0.15,SR01,R02
S03480,2020-07-01,C001,P002,6,82.08,0.05,SR03,R01
S03481,2020-04-22,C001,P004,5,11.98,0.15,SR03,R01
S03482,2023-04-21,C002,P002,1,71.18,0.0,SR02,R01
S03483,2021-04-25,C002,P001,3,77.07,0.0,SR01,R02
S03484,2023-03-15,C003,P004,7,52.96,0.05,SR03,R03
S03485,2022-04-10,C002,P004,9,24.59,0.05,SR01,R02
S03486,2024-07-09,C003,P002,9,65.5,0.0,SR03,R03
S03487,2023-02-10,C004,P002,6,90.78,0.05,SR03,R03
S03488,2022-02-01,C004,P003,3,93.82,0.05,SR01,R03
S03489,2021-04-20,C001,P001,1,77.15,0.1,SR02,R01
S03490,2022-02-01,C004,P004,3,33.73,0.15,SR03,R02
S03491,2023-08-19,C004,P004,2,88.33,0.15,SR01,R02
S03492,2022-08-28,C003,P004,5,89.99,0.15,SR03,R01
S03493,2022-10-16,C001,P003,8,43.05,0.1,SR01,R03
S03494,2023-02-15,C002,P001,5,26.47,0.1,SR01,R01
S03495,2020-06-09,C001,P004,1,88.72,0.05,SR03,R03
S03496,2021-02-04,C004,P004,3,89.66,0.05,SR02,R01
S03497,2020-07-16,C002,P003,5,19.08,0.1,SR03,R02
S03498,2023-07-07,C001,P002,7,97.03,0.1,SR03,R01
S03499,2021-10-21,C001,P004,5,57.98,0.0,SR02,R02
S03500,2024-11-10,C001,P001,5,99.44,0.1,SR02,R03
S03501,2022-12-06,C001,P001,7,50.05,0.1,SR01,R01
S03502,2021-02-02,C003,P001,8,58.0,0.15,SR01,R01
S03503,2024-09-29,C001,P001,8,33.95,0.0,SR02,R01
S03504,2024-05-01,C004,P003,7,90.91,0.15,SR02,R01
S03505,2020-03-18,C004,P004,3,49.93,0.15,SR03,R02
S03506,2020-05-03,C003,P003,2,83.32,0.0,SR02,R02
S03507,2020-03-15,C002,P001,1,17.18,0.0,SR03,R01
S03508,2020-05-16,C002,P001,6,80.94,0.0,SR03,R02
S03509,2021-08-24,C004,P001,9,54.12,0.05,SR03,R01
S03510,2023-11-24,C004,P003,3,10.49,0.0,SR02,R02
S03511,2022-04-16,C003,P001,5,30.36,0.15,SR02,R02
S03512,2024-03-08,C002,P004,9,27.44,0.0,SR03,R02
S03513,2021-05-14,C002,P001,9,77.66,0.05,SR02,R01
S03514,2024-05-15,C001,P004,7,52.95,0.15,SR01,R01
S03515,2020-05-17,C001,P004,4,24.37,0.0,SR01,R02
S03516,2020-02-19,C001,P001,2,33.11,0.0,SR03,R03
S03517,2024-11-29,C003,P003,2,55.37,0.15,SR02,R02
S03518,2022-08-30,C004,P002,4,11.77,0.15,SR01,R01
S03519,2024-06-30,C003,P002,1,48.17,0.0,SR03,R03
S03520,2024-07-06,C002,P004,4,71.03,0.05,SR01,R01
S03521,2020-09-10,C004,P003,6,56.6,0.15,SR03,R03
S03522,2024-07-11,C001,P002,6,63.83,0.1,SR03,R03
S03523,2021-12-10,C003,P001,7,39.4,0.0,SR03,R01
S03524,2021-07-16,C003,P001,5,26.48,0.15,SR01,R02
S03525,2022-01-26,C001,P004,9,82.88,0.15,SR03,R01
S03526,2023-12-20,C003,P003,2,91.51,0.0,SR03,R01
S03527,2021-06-30,C001,P003,2,55.97,0.0,SR01,R02
S03528,2023-08-18,C002,P002,4,37.45,0.0,SR03,R02
S03529,2022-07-10,C004,P002,4,56.01,0.05,SR01,R03
S03530,2021-08-03,C002,P001,4,89.11,0.1,SR03,R03
S03531,2023-10-04,C002,P004,1,72.23,0.15,SR02,R02
S03532,2020-02-18,C001,P003,4,87.28,0.0,SR02,R01
S03533,2022-07-05,C003,P002,5,39.55,0.0,SR01,R02
S03534,2023-01-02,C002,P002,9,74.08,0.05,SR03,R02
S03535,2021-12-04,C002,P004,3,68.77,0.1,SR01,R02
S03536,2020-09-17,C002,P004,3,61.45,0.15,SR03,R01
S03537,2020-12-21,C003,P001,5,57.54,0.1,SR01,R01
S03538,2024-05-24,C003,P004,6,59.59,0.1,SR02,R03
S03539,2024-06-13,C001,P001,3,86.47,0.0,SR01,R02
S03540,2023-07-07,C002,P001,1,92.44,0.0,SR02,R02
S03541,2021-09-29,C004,P004,8,20.16,0.0,SR02,R01
S03542,2022-01-12,C003,P004,1,61.19,0.05,SR02,R02
S03543,2023-08-11,C001,P004,2,92.66,0.05,SR01,R01
S03544,2022-10-06,C002,P004,3,22.13,0.05,SR01,R03
S03545,2022-07-19,C004,P004,6,47.16,0.0,SR02,R03
S03546,2021-10-02,C003,P001,4,18.02,0.0,SR01,R03
S03547,2022-03-02,C004,P002,4,20.21,0.0,SR03,R01
S03548,2023-08-29,C003,P003,9,91.37,0.1,SR02,R01
S03549,2021-09-03,C001,P003,6,50.16,0.05,SR03,R02
S03550,2022-03-19,C004,P001,2,71.99,0.05,SR02,R03
S03551,2023-04-20,C002,P001,7,22.5,0.1,SR03,R01
S03552,2021-11-16,C002,P002,3,11.98,0.15,SR02,R03
S03553,2023-10-19,C003,P004,9,90.14,0.1,SR02,R03
S03554,2020-07-06,C002,P001,6,61.71,0.1,SR02,R03
S03555,2024-05-11,C004,P003,8,11.8,0.0,SR01,R02
S03556,2024-04-15,C001,P004,1,99.31,0.15,SR03,R01
S03557,2024-06-07,C003,P001,2,54.3,0.1,SR02,R01
S03558,2024-08-14,C004,P004,6,52.83,0.15,SR01,R01
S03559,2022-09-11,C003,P003,3,65.88,0.15,SR02,R02
S03560,2021-07-01,C001,P004,1,10.71,0.0,SR03,R02
S03561,2021-12-25,C003,P001,6,61.22,0.15,SR02,R02
S03562,2022-07-14,C002,P001,5,66.65,0.0,SR01,R02
S03563,2023-12-02,C002,P003,9,36.73,0.05,SR02,R01
S03564,2022-05-25,C003,P002,6,75.42,0.1,SR02,R02
S03565,2021-09-09,C001,P002,5,43.97,0.0,SR02,R01
S03566,2021-02-17,C001,P004,1,74.6,0.0,SR02,R03
S03567,2023-09-27,C002,P001,1,22.94,0.1,SR01,R01
S03568,2023-05-28,C001,P001,1,92.23,0.0,SR02,R03
S03569,2022-06-21,C003,P003,7,89.15,0.15,SR03,R02
S03570,2020-06-11,C004,P003,6,23.56,0.0,SR03,R03
S03571,2023-05-28,C003,P001,5,94.46,0.0,SR02,R02
S03572,2020-09-26,C002,P003,4,60.2,0.15,SR01,R01
S03573,2021-09-23,C002,P002,8,73.15,0.1,SR03,R01
S03574,2022-06-24,C002,P002,8,85.63,0.0,SR02,R02
S03575,2023-11-24,C001,P004,5,17.52,0.05,SR02,R01
S03576,2023-04-20,C003,P003,4,25.24,0.1,SR01,R03
S03577,2024-06-29,C004,P004,2,36.14,0.05,SR02,R03
S03578,2024-10-18,C003,P003,7,52.95,0.05,SR01,R03
S03579,2020-07-23,C004,P003,5,41.14,0.05,SR03,R02
S03580,2021-08-04,C003,P002,3,55.53,0.0,SR02,R03
S03581,2024-04-28,C002,P001,9,26.73,0.15,SR01,R03
S03582,2022-04-20,C004,P003,9,71.39,0.0,SR02,R03
S03583,2023-06-05,C003,P003,8,15.02,0.05,SR02,R03
S03584,2024-09-15,C001,P003,1,42.53,0.05,SR03,R03
S03585,2024-06-30,C001,P001,3,26.11,0.15,SR02,R03
S03586,2021-08-18,C003,P004,2,75.69,0.1,SR01,R02
S03587,2020-09-06,C002,P004,4,89.53,0.05,SR01,R03
S03588,2022-05-24,C004,P003,2,17.09,0.0,SR01,R02
S03589,2024-01-04,C003,P003,8,80.65,0.05,SR02,R02
S03590,2024-04-05,C001,P004,1,90.62,0.05,SR02,R02
S03591,2020-07-14,C004,P004,4,97.66,0.1,SR03,R03
S03592,2021-11-20,C001,P002,5,62.14,0.15,SR02,R03
S03593,2024-03-22,C001,P003,4,39.47,0.05,SR01,R02
S03594,2022-12-29,C003,P004,8,38.98,0.1,SR01,R02
S03595,2021-09-30,C001,P002,2,44.11,0.1,SR03,R03
S03596,2023-11-23,C004,P001,9,65.14,0.05,SR01,R01
S03597,2021-11-02,C002,P003,2,54.12,0.05,SR01,R01
S03598,2024-11-18,C003,P004,2,68.83,0.15,SR01,R01
S03599,2023-05-11,C004,P003,2,13.54,0.0,SR03,R03
S03600,2023-03-17,C003,P002,8,19.53,0.0,SR03,R02
S03601,2024-02-04,C001,P004,3,97.89,0.15,SR01,R01
S03602,2024-08-05,C001,P001,8,99.58,0.1,SR01,R02
S03603,2022-08-01,C004,P001,7,77.2,0.1,SR02,R03
S03604,2020-07-17,C004,P002,4,33.08,0.15,SR02,R02
S03605,2023-12-20,C002,P001,7,95.8,0.0,SR01,R01
S03606,2024-08-16,C004,P001,8,29.23,0.1,SR02,R03
S03607,2021-05-06,C004,P001,6,75.83,0.0,SR01,R02
S03608,2022-06-14,C003,P001,6,20.37,0.1,SR01,R03
S03609,2020-05-21,C001,P001,3,68.4,0.0,SR02,R01
S03610,2023-08-29,C004,P001,5,78.36,0.15,SR03,R01
S03611,2020-06-13,C002,P001,2,87.37,0.0,SR03,R01
S03612,2020-11-09,C004,P004,5,76.09,0.1,SR03,R03
S03613,2020-01-21,C001,P001,5,93.11,0.1,SR01,R03
S03614,2023-01-10,C004,P004,7,56.88,0.1,SR01,R01
S03615,2024-05-23,C003,P003,4,70.97,0.05,SR03,R03
S03616,2023-02-28,C001,P002,6,43.26,0.05,SR03,R03
S03617,2024-06-10,C004,P001,9,10.94,0.1,SR03,R01
S03618,2024-10-19,C003,P002,4,78.1,0.15,SR01,R01
S03619,2022-09-10,C001,P001,6,88.29,0.1,SR01,R02
S03620,2020-10-31,C004,P004,9,25.65,0.15,SR02,R01
S03621,2021-01-05,C003,P001,1,12.58,0.1,SR02,R03
S03622,2022-05-02,C002,P003,8,24.81,0.1,SR02,R02
S03623,2021-01-18,C003,P002,1,90.58,0.15,SR03,R03
S03624,2021-03-20,C002,P002,4,36.6,0.0,SR01,R02
S03625,2021-02-28,C004,P003,3,31.03,0.05,SR02,R03
S03626,2020-06-09,C003,P004,4,11.31,0.1,SR02,R02
S03627,2023-04-16,C002,P004,7,36.73,0.15,SR02,R02
S03628,2021-09-20,C001,P003,9,74.41,0.15,SR02,R03
S03629,2024-09-27,C003,P002,9,96.32,0.05,SR03,R02
S03630,2022-06-13,C004,P001,1,38.15,0.05,SR01,R03
S03631,2021-05-04,C001,P004,1,31.66,0.0,SR01,R03
S03632,2022-10-13,C002,P001,9,89.93,0.1,SR01,R02
S03633,2020-11-22,C003,P002,4,86.73,0.05,SR02,R01
S03634,2021-08-20,C003,P001,3,39.53,0.0,SR03,R01
S03635,2022-10-11,C004,P003,9,16.19,0.1,SR03,R01
S03636,2020-10-15,C001,P004,5,99.28,0.1,SR03,R03
S03637,2021-08-15,C003,P004,6,71.26,0.15,SR01,R03
S03638,2024-08-14,C003,P003,1,93.39,0.05,SR01,R01
S03639,2024-05-15,C001,P003,1,40.77,0.0,SR03,R03
S03640,2021-07-26,C003,P004,7,68.29,0.0,SR02,R01
S03641,2023-10-09,C001,P004,8,70.7,0.15,SR01,R03
S03642,2020-01-28,C001,P004,8,88.56,0.0,SR01,R03
S03643,2022-08-11,C001,P002,7,99.38,0.0,SR02,R03
S03644,2020-02-12,C004,P002,9,19.78,0.1,SR02,R01
S03645,2024-08-31,C001,P002,1,66.8,0.05,SR01,R02
S03646,2021-02-26,C001,P001,2,40.28,0.15,SR02,R03
S03647,2024-06-09,C002,P002,3,83.05,0.05,SR02,R03
S03648,2020-06-25,C002,P004,5,77.87,0.0,SR02,R01
S03649,2021-06-12,C004,P002,4,90.33,0.0,SR02,R01
S03650,2024-06-21,C001,P004,4,40.93,0.0,SR02,R03
S03651,2022-08-23,C002,P003,8,26.61,0.05,SR03,R03
S03652,2024-02-26,C002,P001,8,11.96,0.15,SR01,R02
S03653,2020-07-16,C003,P001,7,33.0,0.15,SR03,R03
S03654,2021-09-01,C001,P003,1,43.05,0.1,SR03,R03
S03655,2024-05-19,C002,P004,4,95.15,0.15,SR03,R03
S03656,2022-04-21,C004,P001,1,54.22,0.1,SR01,R02
S03657,2022-05-02,C003,P002,5,60.08,0.0,SR01,R03
S03658,2024-03-20,C003,P004,3,89.21,0.15,SR01,R02
S03659,2024-03-17,C001,P001,3,89.66,0.1,SR03,R01
S03660,2020-01-22,C001,P003,4,57.51,0.1,SR01,R03
S03661,2023-02-09,C003,P004,2,20.23,0.05,SR03,R03
S03662,2022-12-16,C004,P001,7,34.35,0.0,SR02,R03
S03663,2022-12-25,C001,P003,4,51.12,0.15,SR01,R03
S03664,2022-04-21,C001,P004,5,77.61,0.15,SR02,R02
S03665,2020-04-07,C003,P002,2,74.05,0.15,SR03,R01
S03666,2023-03-13,C003,P004,6,67.84,0.1,SR01,R01
S03667,2021-03-10,C001,P002,9,89.22,0.15,SR01,R02
S03668,2021-09-28,C002,P004,8,82.24,0.15,SR02,R02
S03669,2024-08-29,C001,P003,8,98.39,0.15,SR03,R02
S03670,2023-01-14,C002,P002,2,90.02,0.0,SR03,R02
S03671,2021-08-10,C003,P002,4,27.61,0.0,SR01,R03
S03672,2020-12-09,C002,P004,8,15.19,0.1,SR01,R03
S03673,2023-08-10,C004,P001,1,47.31,0.05,SR01,R02
S03674,2021-07-24,C003,P002,8,65.58,0.15,SR01,R03
S03675,2024-07-31,C001,P004,3,67.88,0.15,SR01,R03
S03676,2021-09-02,C001,P003,8,34.08,0.1,SR03,R01
S03677,2024-09-23,C003,P004,6,87.39,0.15,SR01,R03
S03678,2020-08-30,C003,P004,7,39.63,0.05,SR02,R01
S03679,2021-07-14,C004,P002,2,92.72,0.1,SR01,R03
S03680,2022-08-17,C003,P001,1,52.44,0.0,SR01,R01
S03681,2020-02-01,C001,P003,6,10.94,0.05,SR03,R01
S03682,2021-01-25,C004,P002,3,24.58,0.15,SR03,R01
S03683,2020-10-03,C001,P002,4,19.21,0.05,SR03,R01
S03684,2021-06-15,C002,P002,9,13.96,0.0,SR02,R02
S03685,2023-03-23,C003,P003,3,74.26,0.1,SR03,R03
S03686,2021-01-17,C002,P001,2,27.31,0.05,SR01,R02
S03687,2022-12-27,C001,P003,2,85.48,0.1,SR03,R03
S03688,2022-06-02,C002,P003,2,33.8,0.1,SR02,R02
S03689,2020-08-01,C002,P001,6,12.91,0.15,SR01,R03
S03690,2024-08-05,C001,P003,2,83.86,0.15,SR01,R02
S03691,2021-01-10,C001,P004,7,51.95,0.1,SR02,R02
S03692,2022-01-13,C003,P003,7,63.96,0.0,SR03,R01
S03693,2020-07-31,C002,P002,7,40.26,0.1,SR03,R02
S03694,2020-03-19,C004,P003,2,14.14,0.0,SR03,R01
S03695,2024-10-15,C004,P002,7,43.32,0.05,SR03,R01
S03696,2021-09-19,C001,P003,8,56.65,0.1,SR02,R02
S03697,2021-08-26,C001,P002,8,11.05,0.05,SR02,R03
S03698,2022-02-20,C002,P002,2,61.69,0.1,SR03,R02
S03699,2023-11-05,C001,P002,5,90.37,0.05,SR02,R01
S03700,2022-09-27,C004,P001,6,29.61,0.0,SR01,R01
S03701,2021-11-10,C003,P003,9,93.41,0.05,SR03,R02
S03702,2020-02-27,C003,P003,6,18.78,0.05,SR01,R02
S03703,2024-12-24,C002,P004,6,84.29,0.15,SR01,R02
S03704,2022-11-15,C003,P004,6,85.63,0.1,SR01,R02
S03705,2022-05-30,C001,P004,9,33.2,0.1,SR03,R03
S03706,2021-03-22,C001,P003,7,96.21,0.1,SR03,R01
S03707,2020-03-06,C001,P001,1,47.49,0.1,SR03,R02
S03708,2024-11-18,C001,P002,1,22.71,0.15,SR02,R02
S03709,2023-07-01,C002,P003,4,63.25,0.0,SR03,R02
S03710,2022-12-03,C003,P001,2,99.7,0.05,SR01,R01
S03711,2023-01-25,C004,P001,3,90.94,0.05,SR03,R01
S03712,2024-04-26,C003,P003,7,35.07,0.0,SR02,R01
S03713,2022-10-08,C001,P002,7,61.93,0.05,SR03,R02
S03714,2020-08-14,C004,P001,3,20.38,0.15,SR02,R01
S03715,2022-02-12,C002,P003,2,51.57,0.1,SR01,R02
S03716,2021-11-09,C001,P002,1,57.08,0.1,SR01,R02
S03717,2023-12-30,C001,P004,9,38.38,0.15,SR01,R03
S03718,2024-12-19,C004,P001,3,53.58,0.1,SR01,R03
S03719,2021-08-23,C002,P001,9,92.79,0.05,SR01,R03
S03720,2021-01-13,C004,P003,4,55.01,0.0,SR01,R01
S03721,2023-04-16,C002,P003,6,84.79,0.0,SR02,R03
S03722,2023-12-21,C001,P002,7,38.57,0.05,SR01,R01
S03723,2021-12-09,C003,P004,6,97.43,0.0,SR03,R02
S03724,2020-11-02,C001,P004,1,18.41,0.0,SR02,R03
S03725,2022-02-17,C003,P003,6,62.7,0.1,SR02,R03
S03726,2021-05-18,C003,P003,6,81.09,0.05,SR03,R01
S03727,2020-09-24,C002,P002,5,83.26,0.15,SR03,R01
S03728,2024-05-28,C004,P003,3,27.85,0.0,SR03,R03
S03729,2020-01-08,C002,P002,3,46.15,0.05,SR03,R01
S03730,2021-05-22,C001,P002,7,66.18,0.15,SR03,R01
S03731,2021-04-20,C004,P004,8,38.43,0.15,SR01,R01
S03732,2023-08-13,C003,P002,3,69.25,0.1,SR02,R02
S03733,2020-06-12,C003,P004,3,44.09,0.1,SR03,R03
S03734,2021-04-29,C001,P004,7,41.58,0.0,SR03,R01
S03735,2024-06-08,C004,P004,7,19.73,0.05,SR02,R01
S03736,2022-12-31,C001,P003,9,13.53,0.05,SR02,R02
S03737,2021-07-20,C001,P004,6,85.17,0.1,SR01,R02
S03738,2022-06-23,C002,P002,7,54.06,0.1,SR02,R02
S03739,2021-07-12,C001,P003,1,60.66,0.1,SR03,R02
S03740,2020-08-25,C004,P002,7,43.5,0.0,SR02,R03
S03741,2023-02-01,C001,P003,2,22.31,0.05,SR03,R03
S03742,2023-05-18,C004,P002,7,50.46,0.0,SR02,R01
S03743,2021-07-07,C003,P001,3,30.61,0.05,SR02,R03
S03744,2022-04-07,C001,P001,9,85.39,0.1,SR01,R01
S03745,2021-04-12,C004,P001,5,98.81,0.0,SR03,R03
S03746,2024-01-17,C003,P002,7,90.02,0.15,SR01,R03
S03747,2023-07-15,C004,P003,8,57.54,0.0,SR01,R03
S03748,2021-01-20,C003,P004,2,66.53,0.0,SR03,R01
S03749,2022-02-13,C002,P004,1,95.33,0.15,SR02,R01
S03750,2022-04-27,C001,P002,7,58.48,0.15,SR01,R02
S03751,2021-01-21,C001,P002,6,67.47,0.1,SR02,R01
S03752,2022-05-26,C003,P002,6,66.63,0.15,SR02,R02
S03753,2020-09-15,C002,P002,2,73.73,0.15,SR01,R01
